FID,osm_id,amenity,name,operator,ref-FR-GendarmerieNationale,official_name,police-FR,seasonal,emergency,military,office,phone,contact-phone,emergency_phone,fax,contact-fax,email,contact-email,opening_hours,wheelchair,short_name,alt_name,old_name,operator-type,website,contact-website,url,addr-housename,addr-housenumber,addr-street,addr-city,addr-postcode,addr-full,wikidata,wikipedia,description,source,note,osm_version,osm_timestamp,the_geom,osm_original_geom,osm_type
police_point.120747000,120747000,police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2024-10-19T16:27:51Z,POINT (2570839.2349971603 1162978.9467318377),"SRID=3857;POLYGON((785644.1969500083 5879818.004967779,785645.2767490691 5879812.753966079,785646.4789995697 5879811.311561843,785648.6831254873 5879808.62123547,785653.6145789294 5879806.530560726,785658.9579144875 5879806.98435055,785663.4663538646 5879809.869157841,785666.1268896946 5879814.520506425,785666.316132829 5879819.868750001,785717.7234736773 5879821.538050939,785715.6084033522 5879886.932759786,785669.0991200987 5879885.409308731,785665.9042507131 5879885.3120671855,785657.6109486489 5879885.052756395,785658.4013170336 5879860.5965421,785662.2084436187 5879857.646890641,785669.1993076404 5879857.889993748,785669.0323284043 5879862.719643488,785692.698852147 5879863.513780783,785693.411296888 5879842.33140862,785659.2696090618 5879841.180722688,785659.714887025 5879827.858707842,785654.4717390086 5879828.71766926,785649.3955702283 5879827.0321601415,785645.6774992358 5879823.158731762,785644.1969500083 5879818.004967779))",way
police_point.121078778,121078778,police,Polizeistation Oberriet,,,,,,,,,,,,,,,,,,,,,,,,,,94,Staatsstrasse,Oberriet SG,9463,,,,,GeoImage.at,,3,2025-01-17T09:59:08Z,POINT (2760675.9048458654 1243058.4770933015),"SRID=3857;POLYGON((1064656.4150774828 5994269.848161786,1064675.127883885 5994255.069468412,1064684.8906032278 5994267.4178860355,1064666.1889287743 5994282.196600443,1064656.4150774828 5994269.848161786))",way
police_point.121768958,121768958,police,Polizei Rheinfelden,,,,,,,,,,,,,,,,,no,,,,,,,,,16,Basler Straße,Rheinfelden (Baden),79618,,,,,Bing,,8,2025-08-11T09:51:57Z,POINT (2625927.9680842943 1267234.4403991431),"SRID=3857;POLYGON((866383.410990087 6033195.472891297,866387.2737764174 6033177.114239631,866436.3100121118 6033187.439945473,866432.4360938322 6033205.798619068,866383.410990087 6033195.472891297))",way
police_point.124892878,124892878,police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2012-03-24T10:20:12Z,POINT (2567862.880536851 1255326.0880612482),"SRID=3857;POLYGON((780618.3557116226 6015507.320147644,780628.4301255395 6015481.690298898,780641.988839518 6015487.007210543,780631.9144256014 6015512.653536108,780620.4707819477 6015508.143201203,780618.3557116226 6015507.320147644))",way
police_point.130113036,130113036,police,Quartierwache Enge,Stadtpolizei Zürich,,,,,,,,,+41 44 411 81 43,,,+41 44 281 00 10,,,Mo-Fr 07:00-17:00; Tu 07:00-12:00,,,,,,https://www.stadt-zuerich.ch/pd/de/index/stadtpolizei_zuerich/ueber_uns/standorte/quartierwachen/enge.html,,,,2,Bederstrasse,Zürich,8002,,,,,,,15,2024-05-06T16:40:14Z,POINT (2682537.4226505845 1246619.7765845524),,node
police_point.131608033,131608033,police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q118802936,,,,,4,2023-05-29T09:53:06Z,POINT (2746413.9309890512 1254362.473226579),"SRID=3857;POLYGON((1044071.4374789721 6011506.83799266,1044080.0870034066 6011502.889161273,1044071.5376665138 6011484.099329921,1044080.2428506938 6011478.093832001,1044084.8737415109 6011480.347949909,1044099.8907408189 6011507.77584038,1044105.3453958677 6011522.863685183,1044111.6794748937 6011548.070481264,1044109.7647796524 6011550.80177036,1044104.95577765 6011548.909612159,1044102.4844849544 6011553.549513876,1044098.4435874386 6011551.130841395,1044082.3690529681 6011555.672022935,1044071.4374789721 6011506.83799266))",way
police_point.131608045,131608045,police,Kantonspolizei St.Gallen,,,,,,,,,,,,,,,,Mo-Fr 07:00-18:00,,,,,,,,,,12,,St.Gallen,9000,,,,,,,9,2025-04-08T22:11:08Z,POINT (2746398.6121744695 1254372.0438414176),"SRID=3857;POLYGON((1044051.2886511384 6011511.296883599,1044058.4576263456 6011509.700896542,1044071.4374789721 6011506.83799266,1044082.3690529681 6011555.672022935,1044083.2930047417 6011560.509371114,1044081.7122679723 6011560.854896085,1044063.1441769081 6011564.968289682,1044058.1904595676 6011542.54209151,1044051.2886511384 6011511.296883599))",way
police_point.136141843,136141843,police,Seepolizei,,,,,,,,,,,,,,,,,,,,,,,,,Seepolizei,42,Bleichestrasse,Kreuzlingen,8280,,,,,,,3,2015-02-24T14:05:34Z,POINT (2732099.7001838423 1278749.503547572),"SRID=3857;POLYGON((1023767.9757407288 6048166.862164465,1023789.5605899934 6048158.963992597,1023798.91142722 6048184.525675399,1023777.3265779553 6048192.423870658,1023767.9757407288 6048166.862164465))",way
police_point.138957556,138957556,police,Zoll,,,,,,,,,,,,,,,,,,,,,,,,,Zollamt Martina,173,Martinsbruck,Nauders,6543,,,,,,,3,2013-07-22T14:32:33Z,POINT (2830667.575423249 1197100.3464282989),"SRID=3857;POLYGON((1165027.8231943722 5923315.161281676,1165037.1406357517 5923305.698245866,1165052.925739546 5923321.203948459,1165043.6082981667 5923330.6832885975,1165027.8231943722 5923315.161281676))",way
police_point.154413905,154413905,police,Polizeiposten Sörenberg,Luzerner Polizei,,,,,,,,+41 41 289 25 50,,,,,,,,,,Lupol,,,,,,,30,Rothornstrasse,Sörenberg,6174,,,,,,,5,2025-04-12T07:46:25Z,POINT (2645567.782989686 1185620.165448086),"SRID=3857;POLYGON((894512.6329310975 5912798.182405673,894529.3308547162 5912775.683896883,894526.7927703263 5912773.82935861,894537.1120871229 5912760.017941211,894535.7873851826 5912758.976798732,894537.3124622063 5912757.219871081,894538.5703724523 5912757.951924227,894540.340352356 5912755.706961445,894538.1696222854 5912754.161516388,894545.0602987657 5912744.48215618,894545.5835003722 5912744.823780474,894549.4462867029 5912741.11471741,894560.2108814624 5912753.624677642,894550.0140161059 5912767.029388306,894521.5050945138 5912804.543165939,894512.6329310975 5912798.182405673))",way
police_point.157433210,157433210,police,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Länzert,Schafisheim,5503,,,,,,,3,2024-04-23T17:15:08Z,POINT (2653226.72341334 1249282.0239125912),"SRID=3857;POLYGON((906476.8733152898 6006343.616950822,906480.557990435 6006316.484945774,906533.6351236454 6006323.703695189,906534.30304059 6006318.770608377,906538.2214866661 6006289.944993939,906575.969925994 6006295.0753872115,906571.4169588205 6006328.636784806,906601.2505823532 6006332.681920386,906597.5436433097 6006359.994856798,906476.8733152898 6006343.616950822))",way
police_point.161522798,161522798,police,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Gartenstrasse,Rupperswil,5102,,,,,,,3,2013-07-27T02:23:45Z,POINT (2651924.2487122505 1250330.154875354),"SRID=3857;POLYGON((904617.4704647226 6007908.438746473,904624.7952872168 6007875.627771898,904637.5079730654 6007878.4730294375,904634.8919650316 6007890.199447525,904660.4397881686 6007895.889973105,904656.7217171761 6007912.566852828,904631.5523803079 6007906.958549455,904630.5727687889 6007911.366247986,904617.4704647226 6007908.438746473))",way
police_point.169234018,169234018,police,Polizeiposten Gemeindepolizei Regensdorf,Stadt Regensdorf,,,,,,,,+41 44 842 36 00,,,,,,,"Mo 08:00-11:30,13:30-18:30; Tu-Th 08:00-11:30,13:30-16:00; Fr 07:00-15:00; Sa-Su off",,,KomPol Regensdorf,,,,,,,112,Watterstrasse,Regensdorf,8105,,,,,,,8,2025-12-02T10:05:57Z,POINT (2677738.0627330737 1254159.1818026649),"SRID=3857;POLYGON((942754.4704753355 6013153.67406683,942778.7492562775 6013124.233265284,942792.1855188162 6013135.32498089,942788.7902743471 6013139.43912234,942793.8775750764 6013143.63554863,942785.1055992016 6013154.266504332,942780.0628262687 6013150.102986073,942767.9401337215 6013164.782276761,942754.4704753355 6013153.67406683))",way
police_point.172831490,172831490,police,Polizeiposten Wädenswil,Kantonspolizei Zürich,,,,,,,,+41 44 789 40 80,,,,,,,"Mo-Fr 08:00-12:00,13:00-17:00",,,Kapo,,,https://www.zh.ch/de/sicherheitsdirektion/kantonspolizei-zuerich/struktur.html#-792208150,,,,2,Stegstrasse,Wädenswil,8820,,,,,,,7,2023-09-19T09:28:38Z,POINT (2693271.6564358217 1231730.3187925094),"SRID=3857;POLYGON((965161.6702144884 5979680.835609825,965171.8670798452 5979670.65542893,965185.8376759395 5979684.63883667,965175.7076022775 5979694.737067738,965172.7353718732 5979691.753498245,965171.1101073077 5979693.3764287755,965166.8910986065 5979689.146974086,965168.4384395287 5979687.622403716,965161.6702144884 5979680.835609825))",way
police_point.176238985,176238985,police,,,,,,,,,,+41 22 427 63 30,,,,,,,Mo-Fr 16:00-18:30,,,,,,,,,,249,Route de La-Capite,Vésenaz,1222,,,,,,,6,2023-04-12T22:50:23Z,POINT (2505634.0761865764 1122428.7255645834),"SRID=3857;POLYGON((691829.1840143194 5819954.381266494,691845.7483545494 5819943.161692818,691857.1586023557 5819960.095688984,691873.2999285207 5819949.165853142,691884.153578873 5819965.295011813,691851.447912478 5819987.444483307,691829.1840143194 5819954.381266494))",way
police_point.179917677,179917677,police,Polizeistation Rorschach,,,,,,,,,,,,,,,,,,,,,,,,,,26,Hauptstrasse,Rorschach,9400,,,,,,,4,2021-10-16T22:21:25Z,POINT (2755035.7538910015 1260615.1994265101),"SRID=3857;POLYGON((1057030.7961872127 6020446.029202075,1057059.182657365 6020439.93513218,1057062.132623871 6020453.786794554,1057054.9302528165 6020455.104433035,1057055.3198710345 6020458.727939889,1057042.4736017971 6020461.75851042,1057041.5496500232 6020457.739710596,1057034.0133204968 6020459.551464384,1057030.7961872127 6020446.029202075))",way
police_point.186889027,186889027,police,Police cantonale fribourgeoise,,,,,,,,,,,,,,,,,,,,,,,,,,110,Route de l'Industrie,,,,,,,,,7,2022-06-22T13:15:34Z,POINT (2568019.0776355006 1191675.4632365152),"SRID=3857;POLYGON((781343.8582289697 5921776.616058668,781372.8680882704 5921742.32067759,781384.7013501417 5921752.319412022,781383.0872175252 5921754.224709617,781384.0556970951 5921755.055224084,781379.1019797549 5921760.917681394,781378.3116113703 5921760.250012445,781355.8696020263 5921786.777678911,781343.8582289697 5921776.616058668))",way
police_point.188100007,188100007,police,Dazi Müstair,,,,,,,,,,,,,,,,,,,,,,,,,,303,Via Val Müstair,Müstair,7537,,,,,,,5,2025-03-20T19:25:50Z,POINT (2831169.3217440955 1169342.8379968454),"SRID=3857;POLYGON((1164201.643329552 5882743.544516919,1164203.1461426774 5882742.425874871,1164213.220556594 5882734.83856734,1164223.417421951 5882748.3919674475,1164222.4823382283 5882749.089092663,1164222.1817756032 5882748.699999512,1164219.1984132498 5882750.937285353,1164219.510107824 5882751.358803039,1164215.5137381046 5882754.3742763065,1164215.124119887 5882753.855485135,1164211.4617086395 5882756.611563599,1164205.4504561368 5882748.651362869,1164201.643329552 5882743.544516919))",way
police_point.188100023,188100023,police,Zollamt Taufers - Dogana di Tubre,,,,,,,,,,,,,,,,,,,,,,,,,,87,St. Johann-Straße - Via S. Giovanni,Taufers im Münstertal - Tubre,39020,,,,,,,8,2024-01-29T14:24:38Z,POINT (2831215.0318406606 1169360.9496411139),"SRID=3857;POLYGON((1164265.4961894709 5882766.792849188,1164281.414876654 5882755.0876142215,1164294.2388819933 5882772.5481989775,1164278.32019481 5882784.237244959,1164270.1493441858 5882773.115628036,1164265.4961894709 5882766.792849188))",way
police_point.189085485,189085485,police,Polizeiposten Arbon,Kantonspolizei Thurgau,,,,,,,,+41 58 345 21 00,,,,,,,"Mo-Fr 09:00-11:30, 14:00-16:30; PH off",,,,,,https://kapo.tg.ch/ueber-uns/aussendienst/polizeiposten-arbon.html/2155,,,,16,Bahnhofstrasse,Arbon,9320,,,,,,,7,2025-11-11T20:41:42Z,POINT (2750349.980151564 1264504.4398162295),"SRID=3857;POLYGON((1050251.5282534952 6026395.11414465,1050271.042560231 6026367.787372399,1050298.9169607258 6026387.6973402705,1050279.3915220406 6026415.024175427,1050251.5282534952 6026395.11414465))",way
police_point.192244566,192244566,police,Polizeistation Schaffhausen,Schaffhauser Polizei,,,,,,,,+41 52 624 24 24,,,+41 52 624 50 70,,info@shpol.ch,,,limited,,,,,http://www.shpol.ch,,,,1,Beckenstube,Schaffhausen,8200,,,,,,,9,2023-05-27T21:40:44Z,POINT (2689825.4714172655 1283399.7307997711),"SRID=3857;POLYGON((961247.1203207428 6056282.880746455,961249.2353910679 6056276.893655551,961250.0146275036 6056275.024757861,961252.3857326575 6056276.24863772,961258.3190615167 6056256.517730917,961262.6827855557 6056257.129669513,961268.5381907715 6056258.88279113,961281.0282376386 6056261.925946482,961284.2565028714 6056263.3648300925,961282.6089744079 6056268.673816524,961278.3565698594 6056284.832340523,961269.4064827998 6056282.268806034,961262.4044868288 6056280.118745439,961258.7086797345 6056278.994098574,961256.0370119555 6056286.238150078,961247.1203207428 6056282.880746455))",way
police_point.194900172,194900172,police,,,,,,,,,,,,,,,,,,,,,,,,,,,22,Bergstrasse,Flums,8890,,,,,,,5,2022-12-27T11:09:15Z,POINT (2744480.282619598 1217086.008044912),"SRID=3857;POLYGON((1039874.9375789455 5956610.280630402,1039889.9768421516 5956591.053293722,1039902.3555695277 5956599.244526354,1039907.4540022061 5956592.573821353,1039931.4878802684 5956610.983671581,1039928.8050805402 5956614.4825285105,1039931.1650537451 5956616.297356727,1039911.2277329441 5956642.375335443,1039908.3445581323 5956640.168105376,1039905.8176056915 5956643.470775754,1039883.2865407548 5956626.2380441055,1039888.1289386044 5956619.9106644755,1039874.9375789455 5956610.280630402))",way
police_point.196654652,196654652,police,Polizeistation Flawil,Kantonspolizei St. Gallen,,,,,,,,+41 58 229 60 16,,,,,,,,,,,,,,,,,15,Unterdorfstrasse,Flawil,9230,,,,,,,5,2026-01-08T09:57:52Z,POINT (2732059.06349282 1252916.0127670723),"SRID=3857;POLYGON((1022854.0872491123 6009881.634643975,1022875.9058693078 6009866.895115006,1022885.0674633998 6009880.466666992,1022863.2599751535 6009895.189768648,1022854.0872491123 6009881.634643975))",way
police_point.201127497,201127497,police,Gendarmerie de Cossonay,,,,,,,,,,,,,,,,,,,,,,,,,,8,Route de Morges,Cossonay-Ville,1304,,,,,,,7,2025-09-02T11:09:52Z,POINT (2528642.4853268717 1162484.7547519524),"SRID=3857;POLYGON((724361.3589829818 5878603.03284559,724385.3260693497 5878599.046525531,724389.6452655924 5878625.054865861,724374.2386480666 5878627.809647856,724365.7004431228 5878629.154629966,724361.3589829818 5878603.03284559))",way
police_point.204533679,204533679,police,Polizeiposten Verkehrsstützpunkt Hinwil,Kantonspolizei Zürich,,,,,,,,+41 44 938 30 10,,,,,,,Mo-Fr 06:00-17:00,,,,,,,,,,6,Affeltrangerstrasse,Hinwil,8340,,,,,,,10,2025-10-14T05:52:11Z,POINT (2704457.0771655887 1238552.96902752),"SRID=3857;POLYGON((981750.2446976734 5989461.237424072,981759.4508195617 5989447.271088745,981767.8554411167 5989434.535648624,981800.6390311552 5989456.166213936,981798.0786828671 5989460.0721943,981804.9136996018 5989464.568997395,981807.9638536496 5989459.940900812,981827.3668408949 5989472.742025045,981799.3031972657 5989515.281281189,981779.555119599 5989502.250329497,981800.8839340352 5989469.919211414,981794.5164591616 5989465.717816078,981784.9986426989 5989480.143709342,981778.8315429088 5989476.0736027835,981776.9836393617 5989478.880006698,981750.2446976734 5989461.237424072))",way
police_point.205590735,205590735,police,,Kantonspolizei Bern,,,,,,,,+41 31 638 84 50,,,,,,,,,,,,,,,,,8,Fabrikstrasse,Herzogenbuchsee,3360,,,,,,,5,2024-04-13T16:25:19Z,POINT (2620149.739128002 1226430.4331823876),"SRID=3857;POLYGON((857647.7141376265 5972899.805324627,857652.6567230177 5972898.511270702,857649.6622287153 5972887.094119733,857663.8665957407 5972883.359387806,857668.1523961361 5972899.690661611,857669.6663412107 5972905.440194597,857671.1246265403 5972905.0470640175,857672.8389466985 5972904.604792133,857674.5866627039 5972911.2388727395,857662.7756647307 5972914.334778756,857661.3619071977 5972908.945609734,857655.217071306 5972910.550893774,857654.3042514814 5972907.0782388775,857649.9182635441 5972908.224870059,857647.7141376265 5972899.805324627))",way
police_point.206178551,206178551,police,Caserma Guardia di Finanza,Guardia di Finanza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2024-10-27T10:30:04Z,POINT (2722804.1408329695 1097528.6600852858),"SRID=3857;POLYGON((1004570.0501294513 5783249.495180152,1004584.2211006294 5783237.3762714015,1004607.7206451357 5783264.130868497,1004592.4921387953 5783275.945236955,1004570.0501294513 5783249.495180152))",way
police_point.208956817,208956817,police,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rue des Chanoines,Fribourg,1700,,,,,,,3,2019-02-02T20:36:51Z,POINT (2579045.275738505 1183897.9409386737),"SRID=3857;POLYGON((797487.3662560139 5910448.1736387415,797490.4164100618 5910446.823763907,797489.3700068482 5910444.449285792,797513.4818085541 5910436.740368129,797515.8529137078 5910441.993490611,797521.8752981599 5910439.456378433,797525.2594106799 5910446.514756445,797518.5802412323 5910449.539777338,797520.773235201 5910454.451372628,797510.0865640847 5910460.58273883,797498.9991428017 5910466.551473449,797497.5965172178 5910463.347547276,797494.6242868138 5910464.664897489,797487.3662560139 5910448.1736387415))",way
police_point.209348818,209348818,police,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Mariahilfstrasse,Tafers,1712,,,,,,,2,2013-05-02T05:54:11Z,POINT (2583002.169394101 1184966.184216642),"SRID=3857;POLYGON((803251.7900519148 5912044.554528884,803268.7217464645 5912005.889092515,803287.8019071863 5912014.233785186,803279.9204872382 5912032.208247705,803287.5904001539 5912035.575413572,803278.5178616543 5912056.266432264,803251.7900519148 5912044.554528884))",way
police_point.217113913,217113913,police,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Industriestrasse,Spiez,3700,,,,,,,8,2025-07-14T23:03:33Z,POINT (2615393.60815752 1172011.3266441084),"SRID=3857;POLYGON((850440.7455883318 5893131.114110935,850452.6901696939 5893113.292028281,850463.7441951297 5893096.800953124,850449.3394530212 5893087.143300482,850451.7662179203 5893083.523712403,850454.2820384124 5893079.774275206,850457.9778455066 5893082.257668492,850462.4194931893 5893075.635287954,850473.2397476945 5893082.890690427,850482.6351127173 5893068.883061968,850490.0267269061 5893073.833611761,850492.9544295139 5893069.467389011,850502.1716833516 5893075.6515192725,850499.1660571002 5893080.131364393,850501.1698079346 5893081.4785646405,850471.4141080454 5893125.855131955,850459.4695266832 5893143.66100871,850459.1689640582 5893143.466231375,850456.764463057 5893147.053381309,850450.3747242854 5893142.768279298,850452.7792252866 5893139.181131116,850440.7455883318 5893131.114110935))",way
police_point.220119724,220119724,police,Polizeiposten Meilen,Kantonspolizei Zürich,,,,,,,,+41 44 924 26 00,,,,,,,,,,,,,,,,,147,Untere Bruech,Meilen,8706,,,,,,,7,2022-02-18T01:28:24Z,POINT (2691893.926013871 1235904.3930331212),"SRID=3857;POLYGON((963230.9115703226 5985867.969189466,963256.7488241356 5985859.537076558,963257.5391925204 5985861.964999278,963258.3072970068 5985864.327303119,963250.1253144336 5985867.034110392,963253.1309406849 5985876.155236875,963235.4645374961 5985881.913363023,963230.9115703226 5985867.969189466))",way
police_point.220522211,220522211,police,Polizeihauptposten Sissach,,,,,,,,,+41 61 553 49 17,,,,,pol.sissach@bl.ch,,,,,,,,https://www.baselland.ch/politik-und-behorden/direktionen/sicherheitsdirektion/polizei/posten/sissach,,,,,,,,,,,,,,8,2025-01-10T12:07:07Z,POINT (2628751.977276918 1256884.5127128344),"SRID=3857;POLYGON((870479.8903276358 6017818.845300968,870505.7053175508 6017816.507205078,870506.028144074 6017820.096676497,870510.5031876039 6017819.701505256,870509.2452773581 6017805.804661518,870531.1974809424 6017803.812343333,870533.4906624528 6017829.169154467,870532.4999189846 6017829.267947383,870535.494413287 6017859.762081312,870526.5331942781 6017857.572164226,870509.2341454088 6017859.136390659,870507.5866169451 6017840.991381411,870482.1055855026 6017843.296552889,870482.1167174516 6017842.68732894,870481.3040851688 6017835.2119899,870479.8903276358 6017818.845300968))",way
